
198;11                                                                                                                                                                                                  
30;959                                                                                                                                                                                                  
54;108                                                                                                                                                                                                  
91;465                                                                                                                                                                                                  
100;2605                                                                                                                                                                                                
245;0                                                                                                                                                                                                   
168;61                                                                                                                                                                                                  
57;753                                                                                                                                                                                                  
43;466                                                                                                                                                                                                  
25;347                                                                                                                                                                                                  
311;158                                                                                                                                                                                                 
280;171                                                                                                                                                                                                 
1;338                                                                                                                                                                                                   
153;541                                                                                                                                                                                                 
173;754                                                                                                                                                                                                 
22;161                                                                                                                                                                                                  
167;19                                                                                                                                                                                                  
83;20                                                                                                                                                                                                   
244;0                                                                                                                                                                                                   
363;28                                                                                                                                                                                                  
42;232                                                                                                                                                                                                  
355;893                                                                                                                                                                                                 
51;115                                                                                                                                                                                                  
34;248                                                                                                                                                                                                  
87;128                                                                                                                                                                                                  
455;193                                                                                                                                                                                                 
123;38                                                                                                                                                                                                  
138;74                                                                                                                                                                                                  
337;4                                                                                                                                                                                                   
227;2                                                                                                                                                                                                   
247;53                                                                                                                                                                                                  
474;95                                                                                                                                                                                                  
477;58                                                                                                                                                                                                  
614;331                                                                                                                                                                                                 
718;268                                                                                                                                                                                                 
729;72                                                                                                                                                                                                  
674;0                                                                                                                                                                                                   
672;13                                                                                                                                                                                                  
335;15                                                                                                                                                                                                  
619;0                                                                                                                                                                                                   
719;5                                                                                                                                                                                                   
691;0                                                                                                                                                                                                   
677;0                                                                                                                                                                                                   
724;100                                                                                                                                                                                                 
658;2022                                                                                                                                                                                                
745;3                                                                                                                                                                                                   
730;0                                                                                                                                                                                                   
625;4                                                                                                                                                                                                   
833;0                                                                                                                                                                                                   
180;62                                                                                                                                                                                                  
815;2                                                                                                                                                                                                   
810;0                                                                                                                                                                                                   
967;0                                                                                                                                                                                                   
1110;25                                                                                                                                                                                                 
1000;0                                                                                                                                                                                                  
1041;1                                                                                                                                                                                                  
785;489                                                                                                                                                                                                 
789;1771                                                                                                                                                                                                
742;0                                                                                                                                                                                                   
889;64                                                                                                                                                                                                  
989;139                                                                                                                                                                                                 
787;1491                                                                                                                                                                                                
1118;465                                                                                                                                                                                                
1184;0                                                                                                                                                                                                  
784;1169                                                                                                                                                                                                
786;1586                                                                                                                                                                                                
399;2                                                                                                                                                                                                   
1221;35                                                                                                                                                                                                 
1219;65                                                                                                                                                                                                 
904;89                                                                                                                                                                                                  
1356;1                                                                                                                                                                                                  
1277;66                                                                                                                                                                                                 
1159;8                                                                                                                                                                                                  
1327;89                                                                                                                                                                                                 
1253;15                                                                                                                                                                                                 
1274;0                                                                                                                                                                                                  
1340;76                                                                                                                                                                                                 
1283;3098                                                                                                                                                                                               
179;10                                                                                                                                                                                                  
1285;2557                                                                                                                                                                                               
1451;0                                                                                                                                                                                                  
1487;100                                                                                                                                                                                                
1459;0                                                                                                                                                                                                  
1387;121                                                                                                                                                                                                
1386;27                                                                                                                                                                                                 
1436;21                                                                                                                                                                                                 
1481;476                                                                                                                                                                                                
1495;76                                                                                                                                                                                                 
1494;80                                                                                                                                                                                                 
1396;240                                                                                                                                                                                                
1542;0                                                                                                                                                                                                  
1505;61                                                                                                                                                                                                 
1532;56                                                                                                                                                                                                 
1656;396                                                                                                                                                                                                
1610;35                                                                                                                                                                                                 
1658;5                                                                                                                                                                                                  
1679;12                                                                                                                                                                                                 
1651;226                                                                                                                                                                                                
1712;455                                                                                                                                                                                                
1652;820                                                                                                                                                                                                
1768;0                                                                                                                                                                                                  
1777;0                                                                                                                                                                                                  
1399;35                                                                                                                                                                                                 
1803;20                                                                                                                                                                                                 
1831;34                                                                                                                                                                                                 
1736;29                                                                                                                                                                                                 
1741;38                                                                                                                                                                                                 
1769;22                                                                                                                                                                                                 
1770;0                                                                                                                                                                                                  
1941;89                                                                                                                                                                                                 
1945;2                                                                                                                                                                                                  
1884;104                                                                                                                                                                                                
1883;26                                                                                                                                                                                                 
1842;49                                                                                                                                                                                                 
1574;7                                                                                                                                                                                                  
1986;21                                                                                                                                                                                                 
2067;0                                                                                                                                                                                                  
2058;2                                                                                                                                                                                                  
963;0                                                                                                                                                                                                   
1997;176                                                                                                                                                                                                
2013;45                                                                                                                                                                                                 
2005;12                                                                                                                                                                                                 
2112;34                                                                                                                                                                                                 
2083;219                                                                                                                                                                                                
2085;35                                                                                                                                                                                                 
2025;107                                                                                                                                                                                                
2093;0                                                                                                                                                                                                  
2043;0                                                                                                                                                                                                  
2018;94                                                                                                                                                                                                 
2009;71                                                                                                                                                                                                 
2010;92                                                                                                                                                                                                 
1906;0                                                                                                                                                                                                  
2174;3                                                                                                                                                                                                  
2152;0                                                                                                                                                                                                  
2160;7                                                                                                                                                                                                  
2178;15                                                                                                                                                                                                 
2185;1055                                                                                                                                                                                               
2176;20                                                                                                                                                                                                 
2142;3                                                                                                                                                                                                  
2219;49                                                                                                                                                                                                 
2218;0                                                                                                                                                                                                  
2228;0                                                                                                                                                                                                  
2213;38                                                                                                                                                                                                 
2291;257                                                                                                                                                                                                
2270;28                                                                                                                                                                                                 
2278;7                                                                                                                                                                                                  
2297;2                                                                                                                                                                                                  
2229;36                                                                                                                                                                                                 
2256;0                                                                                                                                                                                                  
2349;0                                                                                                                                                                                                  
2199;95                                                                                                                                                                                                 
2352;16                                                                                                                                                                                                 
2225;18                                                                                                                                                                                                 
2369;0                                                                                                                                                                                                  
2414;3                                                                                                                                                                                                  
2389;0                                                                                                                                                                                                  
2403;0                                                                                                                                                                                                  
2538;98                                                                                                                                                                                                 
2432;141                                                                                                                                                                                                
2505;0                                                                                                                                                                                                  
2398;39                                                                                                                                                                                                 
2428;0                                                                                                                                                                                                  
2430;0                                                                                                                                                                                                  
2473;0                                                                                                                                                                                                  
2552;169                                                                                                                                                                                                
2590;0                                                                                                                                                                                                  
2434;9                                                                                                                                                                                                  
2613;0                                                                                                                                                                                                  
2639;2                                                                                                                                                                                                  
2618;0                                                                                                                                                                                                  
2686;0                                                                                                                                                                                                  
2688;0                                                                                                                                                                                                  
2388;5                                                                                                                                                                                                  
2703;2                                                                                                                                                                                                  
2722;2                                                                                                                                                                                                  
2723;2                                                                                                                                                                                                  
2745;21                                                                                                                                                                                                 
2452;0                                                                                                                                                                                                  
2720;4                                                                                                                                                                                                  
2705;27                                                                                                                                                                                                 
2282;49                                                                                                                                                                                                 
2735;0                                                                                                                                                                                                  
2804;45                                                                                                                                                                                                 
2802;439                                                                                                                                                                                                
2854;2                                                                                                                                                                                                  
2799;163                                                                                                                                                                                                
2749;12                                                                                                                                                                                                 
2750;15                                                                                                                                                                                                 
2757;57                                                                                                                                                                                                 
2868;8                                                                                                                                                                                                  
2798;51                                                                                                                                                                                                 
2782;27                                                                                                                                                                                                 
2890;82                                                                                                                                                                                                 
2888;0                                                                                                                                                                                                  
2886;8                                                                                                                                                                                                  
2825;0                                                                                                                                                                                                  
2813;82                                                                                                                                                                                                 
2900;220                                                                                                                                                                                                
2867;263                                                                                                                                                                                                
2840;43                                                                                                                                                                                                 
2926;415                                                                                                                                                                                                
2836;12                                                                                                                                                                                                 
2927;42                                                                                                                                                                                                 
2928;28                                                                                                                                                                                                 
2934;280                                                                                                                                                                                                
2896;6                                                                                                                                                                                                  
2962;0                                                                                                                                                                                                  
1412;0                                                                                                                                                                                                  
2945;0                                                                                                                                                                                                  
3019;43                                                                                                                                                                                                 
3053;0                                                                                                                                                                                                  
3111;0                                                                                                                                                                                                  
3115;0                                                                                                                                                                                                  
3075;79                                                                                                                                                                                                 
3023;0                                                                                                                                                                                                  
3025;0                                                                                                                                                                                                  
2733;0                                                                                                                                                                                                  
3273;46                                                                                                                                                                                                 
3475;0                                                                                                                                                                                                  
3461;158                                                                                                                                                                                                
3162;13                                                                                                                                                                                                 
3347;16                                                                                                                                                                                                 
3374;0                                                                                                                                                                                                  
