
3960;B;30-08-22;-1                                                                                                                                                                                                                                              
1978;B;30-08-22;-1                                                                                                                                                                                                                                              
2362;B;30-08-22;-1                                                                                                                                                                                                                                              
2384;B;03-03-23;-2                                                                                                                                                                                                                                              
1928;B;03-03-23;-4                                                                                                                                                                                                                                              
3456;I;17-10-22;100                                                                                                                                                                                                                                             
3483;B;08-09-22;-1                                                                                                                                                                                                                                              
53;B;30-08-22;-10                                                                                                                                                                                                                                               
4021;B;14-09-22;-2                                                                                                                                                                                                                                              
4021;I;17-10-22;50                                                                                                                                                                                                                                              
475;B;23-08-22;-1                                                                                                                                                                                                                                               
4444;B;06-09-22;-1                                                                                                                                                                                                                                              
3489;B;06-09-22;-1                                                                                                                                                                                                                                              
4653;B;26-08-22;-5                                                                                                                                                                                                                                              
4818;B;24-08-22;-50                                                                                                                                                                                                                                             
3854;B;23-08-22;-4                                                                                                                                                                                                                                              
155;I;01-08-22;30                                                                                                                                                                                                                                               
4444;B;09-09-22;-4                                                                                                                                                                                                                                              
3461;I;17-10-22;100                                                                                                                                                                                                                                             
3704;B;23-08-22;-8                                                                                                                                                                                                                                              
4773;B;01-09-22;-1                                                                                                                                                                                                                                              
4740;B;24-08-22;-1                                                                                                                                                                                                                                              
2734;B;12-08-22;-1                                                                                                                                                                                                                                              
4664;B;24-08-22;-2                                                                                                                                                                                                                                              
4773;B;01-09-22;-1                                                                                                                                                                                                                                              
3458;B;14-09-22;-6                                                                                                                                                                                                                                              
3781;I;15-07-22;5                                                                                                                                                                                                                                               
3854;B;24-08-22;-2                                                                                                                                                                                                                                              
1181;B;03-03-23;-1                                                                                                                                                                                                                                              
4737;B;19-09-22;-1                                                                                                                                                                                                                                              
473;B;24-08-22;-10                                                                                                                                                                                                                                              
2403;B;07-09-22;-2                                                                                                                                                                                                                                              
4443;B;24-08-22;-2                                                                                                                                                                                                                                              
4571;B;26-08-22;-2                                                                                                                                                                                                                                              
3458;B;14-09-22;-2                                                                                                                                                                                                                                              
2;I;15-12-22;2000                                                                                                                                                                                                                                               
3977;I;15-12-22;50                                                                                                                                                                                                                                              
2313;I;15-12-22;500                                                                                                                                                                                                                                             
4444;B;14-09-22;-3                                                                                                                                                                                                                                              
8;I;15-12-22;500                                                                                                                                                                                                                                                
3704;B;24-08-22;-2                                                                                                                                                                                                                                              
311;I;15-12-22;500                                                                                                                                                                                                                                              
12;I;15-12-22;200                                                                                                                                                                                                                                               
4607;B;12-10-22;-1                                                                                                                                                                                                                                              
4507;B;24-08-22;-1                                                                                                                                                                                                                                              
4646;B;24-08-22;-2                                                                                                                                                                                                                                              
3460;I;17-10-22;74                                                                                                                                                                                                                                              
3819;I;17-10-22;50                                                                                                                                                                                                                                              
3732;B;24-08-22;-1                                                                                                                                                                                                                                              
3820;B;24-08-22;-2                                                                                                                                                                                                                                              
622;B;24-08-22;-1                                                                                                                                                                                                                                               
1270;B;24-08-22;-5                                                                                                                                                                                                                                              
3615;B;24-08-22;-5                                                                                                                                                                                                                                              
3854;I;17-10-22;80                                                                                                                                                                                                                                              
1928;B;23-03-23;-50                                                                                                                                                                                                                                             
3666;B;19-09-22;-1                                                                                                                                                                                                                                              
3584;I;17-10-22;200                                                                                                                                                                                                                                             
3989;I;17-10-22;20                                                                                                                                                                                                                                              
3583;I;17-10-22;100                                                                                                                                                                                                                                             
4030;I;26-10-22;65                                                                                                                                                                                                                                              
4443;I;26-10-22;60                                                                                                                                                                                                                                              
4444;I;26-10-22;80                                                                                                                                                                                                                                              
3491;I;26-11-22;50                                                                                                                                                                                                                                              
4607;I;26-10-22;50                                                                                                                                                                                                                                              
3905;I;26-10-22;80                                                                                                                                                                                                                                              
3906;I;26-10-22;50                                                                                                                                                                                                                                              
4138;I;26-10-22;100                                                                                                                                                                                                                                             
3459;I;22-11-22;150                                                                                                                                                                                                                                             
3823;I;22-11-22;100                                                                                                                                                                                                                                             
3497;B;19-09-22;2                                                                                                                                                                                                                                               
1549;B;29-12-23;-4                                                                                                                                                                                                                                              
3583;B;19-09-22;-2                                                                                                                                                                                                                                              
4662;I;22-11-22;80                                                                                                                                                                                                                                              
4663;I;22-11-22;70                                                                                                                                                                                                                                              
4782;I;22-11-22;80                                                                                                                                                                                                                                              
4783;I;22-11-22;80                                                                                                                                                                                                                                              
3584;B;19-09-22;-2                                                                                                                                                                                                                                              
768;I;15-12-22;200                                                                                                                                                                                                                                              
459;I;15-12-22;1200                                                                                                                                                                                                                                             
460;I;15-12-22;1200                                                                                                                                                                                                                                             
3458;B;14-09-22;-2                                                                                                                                                                                                                                              
58;I;15-12-22;800                                                                                                                                                                                                                                               
3661;B;19-09-22;2                                                                                                                                                                                                                                               
2258;I;15-12-22;1500                                                                                                                                                                                                                                            
3268;B;24-08-22;-10                                                                                                                                                                                                                                             
2020;B;24-08-22;-5                                                                                                                                                                                                                                              
1845;B;03-03-23;-10                                                                                                                                                                                                                                             
155;B;04-08-22;-2                                                                                                                                                                                                                                               
3666;B;25-05-21;-1                                                                                                                                                                                                                                              
3458;B;14-09-22;-2                                                                                                                                                                                                                                              
1195;B;24-08-22;-20                                                                                                                                                                                                                                             
2948;B;24-08-22;-2                                                                                                                                                                                                                                              
2024;B;06-09-22;-15                                                                                                                                                                                                                                             
4021;B;12-09-22;-1                                                                                                                                                                                                                                              
257;B;24-08-22;-2                                                                                                                                                                                                                                               
1622;B;30-08-22;-5                                                                                                                                                                                                                                              
50;B;24-08-22;-10                                                                                                                                                                                                                                               
106;B;24-08-22;-10                                                                                                                                                                                                                                              
51;B;24-08-22;-10                                                                                                                                                                                                                                               
642;B;24-08-22;-10                                                                                                                                                                                                                                              
273;B;24-08-22;-10                                                                                                                                                                                                                                              
4743;B;05-09-22;-1                                                                                                                                                                                                                                              
4021;B;12-09-22;-1                                                                                                                                                                                                                                              
4773;B;01-09-22;-4                                                                                                                                                                                                                                              
3075;I;15-09-22;200                                                                                                                                                                                                                                             
2734;B;25-08-22;-1                                                                                                                                                                                                                                              
2817;B;24-08-22;-1                                                                                                                                                                                                                                              
642;I;15-09-22;500                                                                                                                                                                                                                                              
4045;B;24-08-22;-1                                                                                                                                                                                                                                              
2842;B;24-08-22;-3                                                                                                                                                                                                                                              
53;I;15-09-22;1500                                                                                                                                                                                                                                              
3406;B;24-08-22;-1                                                                                                                                                                                                                                              
3134;I;15-09-22;50                                                                                                                                                                                                                                              
1151;B;24-08-22;-3                                                                                                                                                                                                                                              
96;I;15-09-22;7000                                                                                                                                                                                                                                              
4021;B;14-09-22;-1                                                                                                                                                                                                                                              
3456;B;24-08-22;-1                                                                                                                                                                                                                                              
1622;B;30-08-22;-1                                                                                                                                                                                                                                              
475;B;24-08-22;-1                                                                                                                                                                                                                                               
1992;I;15-09-22;50                                                                                                                                                                                                                                              
1440;B;20-06-23;-3                                                                                                                                                                                                                                              
1977;I;15-09-22;20                                                                                                                                                                                                                                              
3885;B;07-09-22;-20                                                                                                                                                                                                                                             
1978;I;15-09-22;30                                                                                                                                                                                                                                              
1684;I;13-03-23;50                                                                                                                                                                                                                                              
1981;I;15-09-22;50                                                                                                                                                                                                                                              
2731;I;30-09-22;5                                                                                                                                                                                                                                               
3754;I;15-09-22;10                                                                                                                                                                                                                                              
639;B;24-08-22;-2                                                                                                                                                                                                                                               
3473;B;03-10-22;-6                                                                                                                                                                                                                                              
1366;B;25-08-22;-16                                                                                                                                                                                                                                             
2416;I;15-09-22;100                                                                                                                                                                                                                                             
4022;B;14-09-22;-1                                                                                                                                                                                                                                              
3987;B;24-08-22;-2                                                                                                                                                                                                                                              
2303;I;01-01-24;100                                                                                                                                                                                                                                             
4607;B;12-10-22;-2                                                                                                                                                                                                                                              
249;I;13-02-23;200                                                                                                                                                                                                                                              
4687;B;24-08-22;-1                                                                                                                                                                                                                                              
2801;I;15-09-22;100                                                                                                                                                                                                                                             
48;B;24-08-22;-10                                                                                                                                                                                                                                               
1622;I;15-09-22;50                                                                                                                                                                                                                                              
4021;B;14-09-22;-2                                                                                                                                                                                                                                              
2682;I;02-09-22;400                                                                                                                                                                                                                                             
645;B;24-08-22;-50                                                                                                                                                                                                                                              
646;B;20-09-22;-50                                                                                                                                                                                                                                              
644;B;24-08-22;-50                                                                                                                                                                                                                                              
911;I;20-09-22;164                                                                                                                                                                                                                                              
1998;B;24-08-22;-1                                                                                                                                                                                                                                              
249;B;23-11-22;-4                                                                                                                                                                                                                                               
3736;B;24-08-22;-1                                                                                                                                                                                                                                              
4692;I;20-02-23;72                                                                                                                                                                                                                                              
1119;B;24-08-22;-20                                                                                                                                                                                                                                             
3270;B;29-08-22;-1                                                                                                                                                                                                                                              
4677;B;24-08-22;-2                                                                                                                                                                                                                                              
3886;B;24-08-22;-10                                                                                                                                                                                                                                             
4602;B;24-08-22;-2                                                                                                                                                                                                                                              
3016;B;24-08-22;-1                                                                                                                                                                                                                                              
3819;B;24-08-22;-2                                                                                                                                                                                                                                              
622;B;24-08-22;-1                                                                                                                                                                                                                                               
911;I;20-09-22;400                                                                                                                                                                                                                                              
4194;B;03-03-23;-2                                                                                                                                                                                                                                              
911;I;20-10-22;400                                                                                                                                                                                                                                              
911;I;22-11-22;400                                                                                                                                                                                                                                              
911;I;20-12-22;400                                                                                                                                                                                                                                              
2734;B;29-08-22;-1                                                                                                                                                                                                                                              
1928;I;01-01-24;2000                                                                                                                                                                                                                                            
1120;B;24-08-22;-20                                                                                                                                                                                                                                             
1196;B;24-08-22;-30                                                                                                                                                                                                                                             
3458;B;15-09-22;-1                                                                                                                                                                                                                                              
1284;B;24-08-22;-20                                                                                                                                                                                                                                             
1997;B;24-08-22;-15                                                                                                                                                                                                                                             
2934;B;24-08-22;-2                                                                                                                                                                                                                                              
3454;B;24-08-22;-2                                                                                                                                                                                                                                              
3312;B;24-08-22;-2                                                                                                                                                                                                                                              
4135;B;24-08-22;-2                                                                                                                                                                                                                                              
