
198;10                                                                                                                                                                                                  
30;703                                                                                                                                                                                                  
54;98                                                                                                                                                                                                   
91;561                                                                                                                                                                                                  
100;1135                                                                                                                                                                                                
245;180                                                                                                                                                                                                 
168;68                                                                                                                                                                                                  
57;0                                                                                                                                                                                                    
43;137                                                                                                                                                                                                  
25;188                                                                                                                                                                                                  
311;392                                                                                                                                                                                                 
280;171                                                                                                                                                                                                 
1;618                                                                                                                                                                                                   
153;267                                                                                                                                                                                                 
173;709                                                                                                                                                                                                 
22;258                                                                                                                                                                                                  
167;21                                                                                                                                                                                                  
83;57                                                                                                                                                                                                   
244;132                                                                                                                                                                                                 
363;34                                                                                                                                                                                                  
42;73                                                                                                                                                                                                   
355;1124                                                                                                                                                                                                
51;295                                                                                                                                                                                                  
34;22                                                                                                                                                                                                   
87;67                                                                                                                                                                                                   
455;196                                                                                                                                                                                                 
123;48                                                                                                                                                                                                  
138;43                                                                                                                                                                                                  
337;5                                                                                                                                                                                                   
227;9                                                                                                                                                                                                   
247;28                                                                                                                                                                                                  
474;1                                                                                                                                                                                                   
477;42                                                                                                                                                                                                  
614;27                                                                                                                                                                                                  
718;113                                                                                                                                                                                                 
729;109                                                                                                                                                                                                 
674;0                                                                                                                                                                                                   
672;71                                                                                                                                                                                                  
335;16                                                                                                                                                                                                  
619;0                                                                                                                                                                                                   
719;32                                                                                                                                                                                                  
691;0                                                                                                                                                                                                   
677;0                                                                                                                                                                                                   
724;0                                                                                                                                                                                                   
658;3259                                                                                                                                                                                                
745;2                                                                                                                                                                                                   
730;0                                                                                                                                                                                                   
625;92                                                                                                                                                                                                  
833;0                                                                                                                                                                                                   
180;45                                                                                                                                                                                                  
815;2                                                                                                                                                                                                   
810;0                                                                                                                                                                                                   
967;14                                                                                                                                                                                                  
1110;2                                                                                                                                                                                                  
1000;0                                                                                                                                                                                                  
1041;1                                                                                                                                                                                                  
785;769                                                                                                                                                                                                 
789;2403                                                                                                                                                                                                
742;0                                                                                                                                                                                                   
889;38                                                                                                                                                                                                  
989;168                                                                                                                                                                                                 
787;463                                                                                                                                                                                                 
1118;223                                                                                                                                                                                                
1184;0                                                                                                                                                                                                  
784;1457                                                                                                                                                                                                
786;579                                                                                                                                                                                                 
399;2                                                                                                                                                                                                   
1221;35                                                                                                                                                                                                 
1219;67                                                                                                                                                                                                 
904;188                                                                                                                                                                                                 
1356;1                                                                                                                                                                                                  
1277;99                                                                                                                                                                                                 
1159;3                                                                                                                                                                                                  
1327;95                                                                                                                                                                                                 
1253;22                                                                                                                                                                                                 
1274;0                                                                                                                                                                                                  
1340;75                                                                                                                                                                                                 
1283;1491                                                                                                                                                                                               
179;8                                                                                                                                                                                                   
1285;334                                                                                                                                                                                                
1451;0                                                                                                                                                                                                  
1487;67                                                                                                                                                                                                 
1459;0                                                                                                                                                                                                  
1387;148                                                                                                                                                                                                
1386;27                                                                                                                                                                                                 
1436;38                                                                                                                                                                                                 
1481;5                                                                                                                                                                                                  
1495;143                                                                                                                                                                                                
1494;101                                                                                                                                                                                                
1396;291                                                                                                                                                                                                
1542;0                                                                                                                                                                                                  
1505;66                                                                                                                                                                                                 
1532;60                                                                                                                                                                                                 
1656;545                                                                                                                                                                                                
1610;41                                                                                                                                                                                                 
1658;7                                                                                                                                                                                                  
1679;111                                                                                                                                                                                                
1651;75                                                                                                                                                                                                 
1712;142                                                                                                                                                                                                
1652;1135                                                                                                                                                                                               
1768;0                                                                                                                                                                                                  
1777;0                                                                                                                                                                                                  
1399;60                                                                                                                                                                                                 
1803;10                                                                                                                                                                                                 
1831;31                                                                                                                                                                                                 
1736;29                                                                                                                                                                                                 
1741;11                                                                                                                                                                                                 
1769;22                                                                                                                                                                                                 
1770;0                                                                                                                                                                                                  
1941;152                                                                                                                                                                                                
1945;2                                                                                                                                                                                                  
1884;154                                                                                                                                                                                                
1883;173                                                                                                                                                                                                
1842;39                                                                                                                                                                                                 
1574;16                                                                                                                                                                                                 
1986;34                                                                                                                                                                                                 
2067;0                                                                                                                                                                                                  
2058;35                                                                                                                                                                                                 
963;0                                                                                                                                                                                                   
1997;280                                                                                                                                                                                                
2013;94                                                                                                                                                                                                 
2005;4                                                                                                                                                                                                  
2112;80                                                                                                                                                                                                 
2083;128                                                                                                                                                                                                
2085;123                                                                                                                                                                                                
2025;45                                                                                                                                                                                                 
2093;0                                                                                                                                                                                                  
2043;0                                                                                                                                                                                                  
2018;146                                                                                                                                                                                                
2009;0                                                                                                                                                                                                  
2010;13                                                                                                                                                                                                 
1906;0                                                                                                                                                                                                  
2174;9                                                                                                                                                                                                  
2152;0                                                                                                                                                                                                  
2160;6                                                                                                                                                                                                  
2178;19                                                                                                                                                                                                 
2185;306                                                                                                                                                                                                
2176;8                                                                                                                                                                                                  
2142;6                                                                                                                                                                                                  
2219;89                                                                                                                                                                                                 
2218;23                                                                                                                                                                                                 
2228;5                                                                                                                                                                                                  
2213;4                                                                                                                                                                                                  
2291;273                                                                                                                                                                                                
2270;32                                                                                                                                                                                                 
2278;26                                                                                                                                                                                                 
2297;9                                                                                                                                                                                                  
2229;41                                                                                                                                                                                                 
2256;0                                                                                                                                                                                                  
2349;0                                                                                                                                                                                                  
2199;66                                                                                                                                                                                                 
2352;15                                                                                                                                                                                                 
2225;27                                                                                                                                                                                                 
2369;8                                                                                                                                                                                                  
2414;10                                                                                                                                                                                                 
2389;0                                                                                                                                                                                                  
2403;2                                                                                                                                                                                                  
2538;0                                                                                                                                                                                                  
2432;146                                                                                                                                                                                                
2505;0                                                                                                                                                                                                  
2398;58                                                                                                                                                                                                 
2428;0                                                                                                                                                                                                  
2430;0                                                                                                                                                                                                  
2473;0                                                                                                                                                                                                  
2552;4                                                                                                                                                                                                  
2590;0                                                                                                                                                                                                  
2434;2                                                                                                                                                                                                  
2613;0                                                                                                                                                                                                  
2639;2                                                                                                                                                                                                  
2618;0                                                                                                                                                                                                  
2686;0                                                                                                                                                                                                  
2688;0                                                                                                                                                                                                  
2388;8                                                                                                                                                                                                  
2703;14                                                                                                                                                                                                 
2722;4                                                                                                                                                                                                  
2723;4                                                                                                                                                                                                  
2745;10                                                                                                                                                                                                 
2452;986                                                                                                                                                                                                
2720;3                                                                                                                                                                                                  
2705;37                                                                                                                                                                                                 
2282;49                                                                                                                                                                                                 
2735;0                                                                                                                                                                                                  
2804;50                                                                                                                                                                                                 
2802;130                                                                                                                                                                                                
2854;6                                                                                                                                                                                                  
2799;207                                                                                                                                                                                                
2749;18                                                                                                                                                                                                 
2750;15                                                                                                                                                                                                 
2757;18                                                                                                                                                                                                 
2868;9                                                                                                                                                                                                  
2798;22                                                                                                                                                                                                 
2782;137                                                                                                                                                                                                
2890;225                                                                                                                                                                                                
2888;0                                                                                                                                                                                                  
2886;22                                                                                                                                                                                                 
2825;0                                                                                                                                                                                                  
2813;52                                                                                                                                                                                                 
2900;50                                                                                                                                                                                                 
2867;90                                                                                                                                                                                                 
2840;107                                                                                                                                                                                                
2926;0                                                                                                                                                                                                  
2836;16                                                                                                                                                                                                 
2927;42                                                                                                                                                                                                 
2928;40                                                                                                                                                                                                 
2934;232                                                                                                                                                                                                
2896;36                                                                                                                                                                                                 
2962;0                                                                                                                                                                                                  
1412;0                                                                                                                                                                                                  
2945;0                                                                                                                                                                                                  
3019;33                                                                                                                                                                                                 
3053;0                                                                                                                                                                                                  
3111;25                                                                                                                                                                                                 
3115;0                                                                                                                                                                                                  
3075;13                                                                                                                                                                                                 
3023;0                                                                                                                                                                                                  
3025;0                                                                                                                                                                                                  
2733;6                                                                                                                                                                                                  
3273;46                                                                                                                                                                                                 
3475;0                                                                                                                                                                                                  
3461;203                                                                                                                                                                                                
3162;12                                                                                                                                                                                                 
3347;77                                                                                                                                                                                                 
3374;0                                                                                                                                                                                                  
