
1252;233005;1001;233;D20C;10                                                                                                                                                                                                                                    
1253;233006;1001;233;D20C;8                                                                                                                                                                                                                                     
1255;219302;1000A;219;C29A;18                                                                                                                                                                                                                                   
1256;211248;1000;211A;B8C;500                                                                                                                                                                                                                                   
1259;SR-180;1005;520;L7A;60                                                                                                                                                                                                                                     
1260;SR-240;1005;520;L7A;70                                                                                                                                                                                                                                     
1270;G10007;1099;997;;0                                                                                                                                                                                                                                         
1271;250064;1000B;250D;F7;2                                                                                                                                                                                                                                     
1272;219131;1000A;219C;C28;0                                                                                                                                                                                                                                    
1273;20524Y;1000;205B;B6A;600                                                                                                                                                                                                                                   
1274;250101;1000B;250E;;0                                                                                                                                                                                                                                       
1275;301104;1002;301;E1;580                                                                                                                                                                                                                                     
1276;211261;1000;211;B8C;40                                                                                                                                                                                                                                     
1277;211262;1000;211;B8C;50                                                                                                                                                                                                                                     
586;219202;1000A;219B;C30A;10                                                                                                                                                                                                                                   
587;219501;1000A;219C;C31;70                                                                                                                                                                                                                                    
588;219403;1000A;219A;C29A;10                                                                                                                                                                                                                                   
589;219101;1000A;219A;C28;60                                                                                                                                                                                                                                    
596;219002;1000A;219;C28;80                                                                                                                                                                                                                                     
27;205222;1000;205;B1D;100                                                                                                                                                                                                                                      
599;205206;1000;205;B5T;50                                                                                                                                                                                                                                      
607;210011;1000A;230;B12E;2                                                                                                                                                                                                                                     
608;207122;1000;207;B2X4;800                                                                                                                                                                                                                                    
609;210020;1000A;230;;2                                                                                                                                                                                                                                         
613;T80125;1005;540;L9A;18                                                                                                                                                                                                                                      
614;208043;1000;208;B2X4;80                                                                                                                                                                                                                                     
615;217226;1000A;217;CY2;12                                                                                                                                                                                                                                     
616;240002;1001;240;M1A;0                                                                                                                                                                                                                                       
617;240003;1001;240;M1A;0                                                                                                                                                                                                                                       
622;G10005;1099;997;;0                                                                                                                                                                                                                                          
623;G10006;1099;997;;0                                                                                                                                                                                                                                          
624;219003;1000A;219;C28;80                                                                                                                                                                                                                                     
625;219103;1000A;219A;C28;65                                                                                                                                                                                                                                    
626;216242;1000A;217A;CY1;20                                                                                                                                                                                                                                    
627;202124;1000;202;A22;50                                                                                                                                                                                                                                      
628;209090;1000;209;D21A;100                                                                                                                                                                                                                                    
631;226122;1000;234;D12B;200                                                                                                                                                                                                                                    
632;226125;1000;234;D12B;200                                                                                                                                                                                                                                    
640;221261;1001;221;D9A;10                                                                                                                                                                                                                                      
639;213051;1000A;213;B5J;20                                                                                                                                                                                                                                     
642;208052;1000;208;B2X4;650                                                                                                                                                                                                                                    
643;278371;1007;282;P1;50                                                                                                                                                                                                                                       
644;278401;1007;278;P1;180                                                                                                                                                                                                                                      
645;278421;1007;282;P1;160                                                                                                                                                                                                                                      
646;278451;1007;278;P1;160                                                                                                                                                                                                                                      
649;231991;1000;231;C33;30                                                                                                                                                                                                                                      
52;208061;1000;208;B2X4;180                                                                                                                                                                                                                                     
61;212242;1000A;212;B9A;10                                                                                                                                                                                                                                      
651;227021;1000;227;C34C;20                                                                                                                                                                                                                                     
652;227022;1000;227;C34C;40                                                                                                                                                                                                                                     
653;227023;1000;227;C34C;30                                                                                                                                                                                                                                     
654;227024;1000;227;C34C;100                                                                                                                                                                                                                                    
655;227012;1000;227;C34A;400                                                                                                                                                                                                                                    
656;206053;1000;206;B5J;240                                                                                                                                                                                                                                     
658;231103;1000;231;C33;500                                                                                                                                                                                                                                     
662;206048;1000;206A;B5K;6                                                                                                                                                                                                                                      
667;225102;1001;225;D7;80                                                                                                                                                                                                                                       
669;220245;1001A;220;DX5;15                                                                                                                                                                                                                                     
672;220247;1001A;220;DX7;20                                                                                                                                                                                                                                     
673;21724S;1000A;217B;CY6;6                                                                                                                                                                                                                                     
683;220225;1001A;220;DX5;14                                                                                                                                                                                                                                     
684;220203;1001A;220;DX2;6                                                                                                                                                                                                                                      
686;209067;1000A;209;D22C;400                                                                                                                                                                                                                                   
688;21722S;1000A;217B;CY6;2                                                                                                                                                                                                                                     
697;215261;1000A;215;;10                                                                                                                                                                                                                                        
716;240009;1001;240;M1B;100                                                                                                                                                                                                                                     
717;225103;1001;225;D7;10                                                                                                                                                                                                                                       
718;201062;1000;201;A11;1000                                                                                                                                                                                                                                    
719;215693;1000;215A;;24                                                                                                                                                                                                                                        
720;215694;1000;215A;;20                                                                                                                                                                                                                                        
723;TR-150;1005;510A;L2A;30                                                                                                                                                                                                                                     
724;TR-210;1005;510A;L2A;120                                                                                                                                                                                                                                    
726;21824L;1000A;218;C5;12                                                                                                                                                                                                                                      
729;208131;1000;208;B2X4;30                                                                                                                                                                                                                                     
731;260012;1000A;260;D18B;0                                                                                                                                                                                                                                     
732;315101;1020;315B;Q4;200                                                                                                                                                                                                                                     
735;240004;1001;240;M1B;0                                                                                                                                                                                                                                       
736;220261;1001A;220;DX1;60                                                                                                                                                                                                                                     
737;206087;1000;206;B5I;100                                                                                                                                                                                                                                     
738;219901;1000A;219C;RS2N;80                                                                                                                                                                                                                                   
739;221201;1001;221;D9A;14                                                                                                                                                                                                                                      
742;209052;1000A;215C;C25D;0                                                                                                                                                                                                                                    
743;209053;1000A;215C;CZ1D;0                                                                                                                                                                                                                                    
744;209054;1000A;215C;CZ1D;0                                                                                                                                                                                                                                    
745;209055;1000A;215C;CZ1D;1                                                                                                                                                                                                                                    
746;209056;1000A;215C;CZ1D;1                                                                                                                                                                                                                                    
747;210002;1000A;210;B12B;30                                                                                                                                                                                                                                    
750;220227;1001A;220;DX7;10                                                                                                                                                                                                                                     
752;219104;1000A;219A;C28;90                                                                                                                                                                                                                                    
753;250904;1000;229;F13;0                                                                                                                                                                                                                                       
754;229655;1000;229;A28A;2                                                                                                                                                                                                                                      
755;229670;1000;229;A28A;10                                                                                                                                                                                                                                     
759;214081;1000A;214;B11A;20                                                                                                                                                                                                                                    
761;312011;1006;351;X57;0                                                                                                                                                                                                                                       
762;312012;1006;351;X52;0                                                                                                                                                                                                                                       
765;201073;1000;201;A6A;140                                                                                                                                                                                                                                     
768;204085;1000A;204;A20;130                                                                                                                                                                                                                                    
769;210021;1000A;230;B12G;10                                                                                                                                                                                                                                    
771;205101;1000;205;B5B;10                                                                                                                                                                                                                                      
772;207101;1000;207;B2X1;20                                                                                                                                                                                                                                     
773;312015;1006;351;X31;0                                                                                                                                                                                                                                       
775;311330;1002A;311;N3;3000                                                                                                                                                                                                                                    
777;311360;1002A;311;N3;150                                                                                                                                                                                                                                     
781;228101;1000;228A;A31;2500                                                                                                                                                                                                                                   
782;228102;1000;228A;A31;2000                                                                                                                                                                                                                                   
783;228103;1000;228A;A31;3000                                                                                                                                                                                                                                   
784;228104;1000;228A;A31;1500                                                                                                                                                                                                                                   
785;228105;1000;228A;A31;1000                                                                                                                                                                                                                                   
786;228106;1000;228A;A31;1000                                                                                                                                                                                                                                   
787;228107;1000;228A;A31;1500                                                                                                                                                                                                                                   
788;228108;1000;228A;A31;1000                                                                                                                                                                                                                                   
789;228109;1000;228A;A31;4000                                                                                                                                                                                                                                   
790;205051;1000;205;B5A;10                                                                                                                                                                                                                                      
791;207051;1000;207;B2X3;10                                                                                                                                                                                                                                     
795;215810;1000;215D;C32;20                                                                                                                                                                                                                                     
796;312018;1006;351;X74;0                                                                                                                                                                                                                                       
800;228011;1000;228;A30;2000                                                                                                                                                                                                                                    
803;201058;1000;201;A9;200                                                                                                                                                                                                                                      
804;D3121;1006;998;X232;0                                                                                                                                                                                                                                       
807;278425;1007;288;;30                                                                                                                                                                                                                                         
808;278455;1007;288;;30                                                                                                                                                                                                                                         
812;219404;1000A;219A;C29A;100                                                                                                                                                                                                                                  
816;212262;1000A;212;B9A;0                                                                                                                                                                                                                                      
818;217099;1000A;217A;;5                                                                                                                                                                                                                                        
821;231202;1000;231;C33;30                                                                                                                                                                                                                                      
822;219304;1000A;219;C29;16                                                                                                                                                                                                                                     
829;212081;1000A;212;B5A;15                                                                                                                                                                                                                                     
843;217266;1000A;217B;CY6;2                                                                                                                                                                                                                                     
846;278424;1007;288;;90                                                                                                                                                                                                                                         
847;278454;1007;288;;70                                                                                                                                                                                                                                         
850;302010;1002;303;OX1;200                                                                                                                                                                                                                                     
852;302030;1002;303A;OX7A;180                                                                                                                                                                                                                                   
888;LR-150;1005;510A;L2A;30                                                                                                                                                                                                                                     
889;LR-210;1005;510A;L2A;50                                                                                                                                                                                                                                     
890;312020;1006;351;X56;0                                                                                                                                                                                                                                       
894;227004;1000;227;C34G;700                                                                                                                                                                                                                                    
896;240008;1001;240;M2C;30                                                                                                                                                                                                                                      
902;233012;1000A;235;D6A;400                                                                                                                                                                                                                                    
904;229005;1000;229;A28D;10                                                                                                                                                                                                                                     
906;229512;1000;229;A28E;10                                                                                                                                                                                                                                     
907;228014;1000;228;A30;900                                                                                                                                                                                                                                     
908;220229;1001A;220;DX8;20                                                                                                                                                                                                                                     
909;220249;1001A;220;DX8;10                                                                                                                                                                                                                                     
910;220220;1001A;220;DX1;550                                                                                                                                                                                                                                    
911;220240;1001A;220;DX1;1500                                                                                                                                                                                                                                   
912;206065;1000;206;B5M;50                                                                                                                                                                                                                                      
913;208065;1000;208;B2X4;60                                                                                                                                                                                                                                     
921;213065;1000A;213;B5M;16                                                                                                                                                                                                                                     
2938;228027;1000;228;A30;80                                                                                                                                                                                                                                     
2939;228022;1000;228;A30;80                                                                                                                                                                                                                                     
2940;228024;1000;228;A30;20                                                                                                                                                                                                                                     
2948;207251;1000;207;B2X1;300                                                                                                                                                                                                                                   
2959;279031;1007;281E;P13A;5                                                                                                                                                                                                                                    
956;215698;1000;215D;C4;30                                                                                                                                                                                                                                      
957;215699;1000;215D;C4;30                                                                                                                                                                                                                                      
958;204086;1000A;204;A33;6                                                                                                                                                                                                                                      
959;278373;1007;282;P2A;260                                                                                                                                                                                                                                     
960;278402;1007;282;P2A;200                                                                                                                                                                                                                                     
961;278422;1007;282;P2A;600                                                                                                                                                                                                                                     
962;278452;1007;282;P2A;350                                                                                                                                                                                                                                     
965;204161;1000A;204;A23;8                                                                                                                                                                                                                                      
966;204162;1000A;204;A23;8                                                                                                                                                                                                                                      
967;217203;1000A;217;CY3;10                                                                                                                                                                                                                                     
968;204072;1000A;204;A20;50                                                                                                                                                                                                                                     
969;312022;1006;351;R6;0                                                                                                                                                                                                                                        
970;302040;1002;303;OX5;50                                                                                                                                                                                                                                      
972;TR-300;1005;510A;L2A;110                                                                                                                                                                                                                                    
973;206054;1000;206;B5K;30                                                                                                                                                                                                                                      
974;212082;1000A;212;B5A;12                                                                                                                                                                                                                                     
975;206049;1000;206;B5F;40                                                                                                                                                                                                                                      
981;211121;1000;211;B5B;20                                                                                                                                                                                                                                      
984;206063;1000;206;B5O;30                                                                                                                                                                                                                                      
985;206033;1000;206;B5I;20                                                                                                                                                                                                                                      
986;213034;1000A;213;B5I;25                                                                                                                                                                                                                                     
987;206089;1000;206A;B5R;100                                                                                                                                                                                                                                    
